Unnamed: 0,home_team,away_team,result_full,result_ht,Match Excitement,Home Team Rating,Away Team Rating,home_possession,away_possession,Home Team Off Target Shots,home_shots_on_target,home_shots,home_tackles,home_corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,home_clearances,home_fouls_conceded,home_yellow_cards,Home Team Second Yellow Cards,home_red_cards,away_shots,away_shots_on_target,away_shots,away_tackles,away_corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,away_clearances,away_fouls_conceded,away_yellow_cards,Away Team Second Yellow Cards,away_red_cards,goal_home_ft,goal_away_ft,Home Team Goals Conceeded,Away Team Goals Conceeded,season,home_shots,sg_match_ft
434,VILLARREAL,ATLETICO MADRID,1-0,1-0,3.0,7.2,6.2,48,52,2.0,2.0,5.0,1.0,1.0,22.0,80.0,15.0,42.0,11.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,5.0,37.0,78.0,17.0,10.0,15.0,2.0,0.0,0.0,1,0,0,1,2015,4.0,1
435,EIBAR,CELTA,1-1,1-0,3.8,6.2,6.4,34,66,2.0,3.0,10.0,5.0,4.0,16.0,59.0,19.0,27.0,25.0,5.0,0.0,0.0,4.0,2.0,9.0,3.0,4.0,27.0,80.0,24.0,22.0,16.0,4.0,0.0,0.0,1,1,1,1,2015,5.0,0
436,GIJÓN,REAL BETIS,1-2,1-0,6.7,6.9,6.5,56,44,5.0,10.0,19.0,4.0,10.0,20.0,84.0,20.0,13.0,11.0,1.0,0.0,0.0,7.0,5.0,13.0,1.0,4.0,23.0,82.0,19.0,33.0,9.0,1.0,0.0,0.0,1,2,2,1,2015,15.0,-1
437,DEPORTIVO,ESPANYOL,3-0,2-0,5.8,7.8,4.1,48,52,7.0,5.0,14.0,2.0,7.0,20.0,82.0,14.0,18.0,11.0,3.0,0.0,0.0,2.0,3.0,7.0,2.0,5.0,27.0,83.0,16.0,20.0,11.0,4.0,1.0,0.0,3,0,0,3,2015,12.0,3
438,GETAFE,LEVANTE,3-0,0-0,6.3,7.4,5.1,58,42,5.0,9.0,16.0,2.0,4.0,34.0,77.0,15.0,13.0,11.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,4.0,23.0,69.0,24.0,29.0,10.0,3.0,0.0,0.0,3,0,0,3,2015,14.0,3
439,REAL SOCIEDAD,ATHLETIC,0-0,0-0,2.3,6.5,6.3,47,53,6.0,4.0,15.0,5.0,4.0,26.0,65.0,22.0,28.0,15.0,3.0,0.0,0.0,5.0,2.0,10.0,3.0,2.0,38.0,69.0,31.0,24.0,19.0,4.0,0.0,0.0,0,0,0,0,2015,10.0,0
440,CELTA,GETAFE,0-0,0-0,3.9,6.9,5.8,67,33,9.0,7.0,18.0,2.0,9.0,17.0,80.0,20.0,10.0,12.0,1.0,0.0,0.0,5.0,3.0,9.0,1.0,1.0,28.0,64.0,17.0,25.0,18.0,5.0,0.0,0.0,0,0,0,0,2015,16.0,0
441,SEVILLA FC,BARCELONA,2-1,0-0,8.0,6.3,6.3,37,63,5.0,5.0,12.0,2.0,7.0,12.0,72.0,15.0,27.0,16.0,5.0,0.0,0.0,8.0,9.0,28.0,11.0,9.0,26.0,86.0,12.0,12.0,16.0,3.0,0.0,0.0,2,1,1,2,2015,10.0,1
442,GRANADA,DEPORTIVO,1-1,0-1,4.5,6.0,6.5,53,47,7.0,3.0,10.0,0.0,2.0,32.0,70.0,11.0,19.0,13.0,1.0,0.0,0.0,8.0,3.0,14.0,3.0,5.0,34.0,68.0,21.0,23.0,21.0,3.0,0.0,0.0,1,1,1,1,2015,10.0,0
443,ESPANYOL,GIJÓN,1-2,0-1,7.0,5.7,7.2,55,45,2.0,9.0,13.0,2.0,9.0,17.0,82.0,14.0,14.0,18.0,3.0,0.0,0.0,8.0,2.0,12.0,2.0,1.0,25.0,77.0,10.0,24.0,16.0,3.0,0.0,0.0,1,2,2,1,2015,11.0,-1
444,LAS PALMAS,EIBAR,0-2,0-1,4.1,6.0,6.7,62,38,11.0,4.0,18.0,3.0,3.0,25.0,82.0,17.0,18.0,5.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,1.0,25.0,62.0,21.0,25.0,16.0,2.0,0.0,0.0,0,2,2,0,2015,15.0,-2
445,MÁLAGA,REAL SOCIEDAD,3-1,2-1,7.2,7.5,4.8,36,64,2.0,7.0,11.0,2.0,2.0,16.0,71.0,18.0,24.0,15.0,4.0,1.0,0.0,6.0,5.0,13.0,2.0,4.0,25.0,82.0,20.0,22.0,16.0,2.0,0.0,0.0,3,1,1,3,2015,9.0,2
446,RAYO VALLECANO,REAL BETIS,0-2,0-1,5.1,5.9,6.3,67,33,11.0,9.0,23.0,3.0,8.0,35.0,81.0,17.0,15.0,13.0,4.0,0.0,0.0,2.0,6.0,9.0,1.0,3.0,27.0,55.0,16.0,27.0,14.0,2.0,0.0,0.0,0,2,2,0,2015,20.0,-2
447,ATHLETIC,VALENCIA,3-1,1-1,6.3,7.4,5.6,50,50,5.0,7.0,16.0,4.0,10.0,23.0,79.0,13.0,20.0,12.0,0.0,0.0,0.0,3.0,4.0,9.0,2.0,4.0,16.0,81.0,13.0,22.0,9.0,3.0,0.0,0.0,3,1,1,3,2015,12.0,2
448,LEVANTE,VILLARREAL,1-0,0-0,3.5,6.6,5.7,48,52,5.0,4.0,14.0,5.0,8.0,21.0,73.0,18.0,6.0,15.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,23.0,76.0,11.0,29.0,17.0,4.0,1.0,0.0,1,0,0,1,2015,9.0,1
449,ATLETICO MADRID,REAL MADRID,1-1,0-1,4.9,6.0,6.5,46,54,7.0,4.0,18.0,7.0,5.0,23.0,83.0,20.0,16.0,19.0,6.0,0.0,0.0,6.0,2.0,9.0,1.0,1.0,17.0,86.0,13.0,19.0,12.0,4.0,0.0,0.0,1,1,1,1,2015,11.0,0
450,REAL MADRID,LEVANTE,3-0,2-0,6.0,7.9,5.1,58,42,12.0,6.0,20.0,2.0,4.0,13.0,89.0,14.0,17.0,8.0,1.0,0.0,0.0,6.0,5.0,15.0,4.0,4.0,26.0,80.0,14.0,14.0,10.0,4.0,0.0,0.0,3,0,0,3,2015,18.0,3
451,EIBAR,SEVILLA FC,1-1,1-0,4.4,6.4,6.3,42,58,7.0,4.0,14.0,3.0,2.0,30.0,67.0,22.0,32.0,16.0,2.0,0.0,0.0,5.0,5.0,15.0,5.0,5.0,32.0,72.0,15.0,17.0,9.0,3.0,0.0,0.0,1,1,1,1,2015,11.0,0
452,BARCELONA,RAYO VALLECANO,5-2,2-1,8.7,7.4,4.8,45,55,4.0,9.0,14.0,1.0,7.0,14.0,82.0,14.0,22.0,8.0,1.0,0.0,0.0,7.0,8.0,22.0,7.0,10.0,15.0,83.0,4.0,10.0,15.0,2.0,0.0,0.0,5,2,2,5,2015,13.0,3
453,VALENCIA,MÁLAGA,3-0,2-0,5.3,7.0,5.3,49,51,3.0,3.0,7.0,1.0,6.0,21.0,79.0,11.0,21.0,18.0,3.0,0.0,0.0,6.0,3.0,10.0,1.0,8.0,30.0,73.0,17.0,23.0,21.0,3.0,0.0,0.0,3,0,0,3,2015,6.0,3
454,REAL BETIS,ESPANYOL,1-3,0-1,6.8,5.7,7.1,59,41,10.0,6.0,21.0,5.0,4.0,27.0,81.0,15.0,8.0,18.0,2.0,0.0,0.0,5.0,4.0,13.0,4.0,3.0,19.0,70.0,9.0,29.0,21.0,4.0,0.0,0.0,1,3,3,1,2015,16.0,-2
455,VILLARREAL,CELTA,1-2,0-1,6.4,5.7,7.0,33,67,7.0,3.0,12.0,2.0,7.0,11.0,69.0,9.0,13.0,10.0,2.0,1.0,0.0,10.0,2.0,13.0,1.0,4.0,20.0,86.0,15.0,16.0,12.0,3.0,0.0,0.0,1,2,2,1,2015,10.0,-1
456,REAL SOCIEDAD,ATLETICO MADRID,0-2,0-1,4.5,4.7,7.5,58,42,5.0,1.0,11.0,5.0,5.0,28.0,80.0,18.0,13.0,14.0,6.0,2.0,0.0,3.0,3.0,7.0,1.0,2.0,28.0,76.0,15.0,39.0,11.0,5.0,0.0,0.0,0,2,2,0,2015,6.0,-2
457,GETAFE,LAS PALMAS,4-0,2-0,6.4,7.8,4.9,41,59,5.0,7.0,14.0,2.0,5.0,19.0,81.0,11.0,16.0,18.0,2.0,0.0,0.0,8.0,3.0,16.0,5.0,1.0,17.0,87.0,10.0,14.0,15.0,1.0,0.0,1.0,4,0,0,4,2015,12.0,4
458,DEPORTIVO,ATHLETIC,2-2,0-1,7.8,6.8,6.2,57,43,10.0,3.0,17.0,4.0,4.0,24.0,78.0,16.0,24.0,9.0,2.0,0.0,0.0,4.0,2.0,7.0,1.0,6.0,23.0,71.0,27.0,18.0,18.0,2.0,0.0,0.0,2,2,2,2,2015,13.0,0
459,GIJÓN,GRANADA,3-3,1-2,10.0,6.6,5.7,67,33,8.0,6.0,16.0,2.0,6.0,28.0,79.0,20.0,6.0,10.0,3.0,0.0,0.0,6.0,7.0,14.0,1.0,1.0,21.0,62.0,19.0,31.0,13.0,6.0,2.0,0.0,3,3,3,3,2015,14.0,0
460,RAYO VALLECANO,ESPANYOL,3-0,1-0,6.6,7.7,3.9,67,33,3.0,7.0,13.0,3.0,6.0,31.0,84.0,15.0,11.0,15.0,3.0,1.0,0.0,2.0,3.0,9.0,4.0,5.0,30.0,67.0,9.0,26.0,11.0,2.0,1.0,0.0,3,0,0,3,2015,10.0,3
461,CELTA,REAL MADRID,1-3,0-2,7.8,5.1,7.4,50,50,8.0,7.0,17.0,2.0,5.0,12.0,84.0,16.0,24.0,17.0,5.0,1.0,0.0,4.0,8.0,14.0,2.0,7.0,13.0,80.0,12.0,19.0,16.0,1.0,0.0,0.0,1,3,3,1,2015,15.0,-2
462,GRANADA,REAL BETIS,1-1,1-1,4.1,6.3,6.4,40,60,9.0,6.0,17.0,2.0,3.0,27.0,59.0,23.0,27.0,8.0,3.0,0.0,0.0,1.0,2.0,8.0,5.0,3.0,37.0,73.0,17.0,20.0,11.0,3.0,0.0,0.0,1,1,1,1,2015,15.0,0
463,SEVILLA FC,GETAFE,5-0,2-0,6.9,9.6,3.0,57,43,8.0,13.0,22.0,1.0,7.0,5.0,89.0,8.0,10.0,18.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,3.0,11.0,81.0,12.0,15.0,15.0,2.0,1.0,0.0,5,0,0,5,2015,21.0,5
464,MÁLAGA,DEPORTIVO,2-0,0-0,3.9,7.3,5.6,49,51,3.0,4.0,9.0,2.0,3.0,33.0,74.0,12.0,19.0,11.0,0.0,0.0,0.0,7.0,1.0,10.0,2.0,5.0,28.0,73.0,20.0,21.0,10.0,1.0,0.0,0.0,2,0,0,2,2015,7.0,2
465,LEVANTE,REAL SOCIEDAD,0-4,0-2,6.5,4.4,8.4,57,43,6.0,3.0,13.0,4.0,10.0,28.0,72.0,21.0,17.0,24.0,4.0,1.0,0.0,6.0,6.0,13.0,1.0,3.0,22.0,67.0,28.0,39.0,15.0,3.0,0.0,0.0,0,4,4,0,2015,9.0,-4
466,LAS PALMAS,VILLARREAL,0-0,0-0,1.7,7.0,6.1,60,40,1.0,2.0,6.0,3.0,6.0,38.0,78.0,14.0,29.0,12.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,6.0,35.0,70.0,26.0,19.0,14.0,2.0,0.0,0.0,0,0,0,0,2015,3.0,0
467,BARCELONA,EIBAR,3-1,1-1,6.0,6.7,5.4,69,31,8.0,5.0,14.0,1.0,6.0,20.0,85.0,17.0,15.0,14.0,3.0,0.0,1.0,2.0,5.0,7.0,0.0,2.0,27.0,62.0,12.0,19.0,18.0,5.0,0.0,0.0,3,1,1,3,2015,13.0,2
468,ATLETICO MADRID,VALENCIA,2-1,2-0,5.6,7.4,5.6,50,50,5.0,8.0,16.0,3.0,9.0,26.0,77.0,20.0,16.0,26.0,4.0,0.0,0.0,3.0,1.0,6.0,2.0,2.0,22.0,78.0,18.0,27.0,10.0,4.0,0.0,0.0,2,1,1,2,2015,13.0,1
469,ATHLETIC,GIJÓN,3-0,2-0,5.3,7.5,4.0,51,49,12.0,6.0,20.0,2.0,9.0,15.0,77.0,33.0,23.0,8.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,3.0,28.0,77.0,15.0,17.0,15.0,3.0,0.0,0.0,3,0,0,3,2015,18.0,3
470,DEPORTIVO,ATLETICO MADRID,1-1,0-1,4.8,7.3,6.4,43,57,4.0,3.0,7.0,0.0,1.0,30.0,79.0,18.0,15.0,4.0,2.0,0.0,0.0,4.0,3.0,12.0,5.0,5.0,28.0,82.0,9.0,12.0,9.0,0.0,0.0,0.0,1,1,1,1,2015,7.0,0
471,REAL MADRID,LAS PALMAS,3-1,3-1,6.6,7.4,5.6,52,48,6.0,11.0,17.0,0.0,6.0,22.0,89.0,3.0,9.0,12.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,3.0,18.0,87.0,7.0,19.0,9.0,3.0,0.0,0.0,3,1,1,3,2015,17.0,2
472,VALENCIA,LEVANTE,3-0,0-0,5.7,7.4,5.3,59,41,4.0,6.0,14.0,4.0,5.0,24.0,82.0,12.0,26.0,19.0,2.0,0.0,0.0,4.0,5.0,10.0,1.0,5.0,34.0,69.0,8.0,16.0,21.0,2.0,0.0,0.0,3,0,0,3,2015,10.0,3
473,VILLARREAL,SEVILLA FC,2-1,1-0,5.6,6.6,5.7,52,48,5.0,5.0,11.0,1.0,7.0,21.0,78.0,13.0,20.0,17.0,5.0,0.0,0.0,3.0,3.0,6.0,0.0,5.0,24.0,74.0,16.0,13.0,14.0,3.0,0.0,0.0,2,1,1,2,2015,10.0,1
474,GETAFE,BARCELONA,0-2,0-1,3.8,5.2,7.9,29,71,4.0,0.0,6.0,2.0,3.0,19.0,72.0,7.0,23.0,10.0,3.0,0.0,0.0,6.0,6.0,14.0,2.0,5.0,15.0,89.0,7.0,12.0,3.0,0.0,0.0,0.0,0,2,2,0,2015,4.0,-2
475,REAL SOCIEDAD,CELTA,2-3,2-1,8.8,5.8,7.1,42,58,8.0,5.0,20.0,7.0,8.0,22.0,65.0,23.0,16.0,10.0,2.0,0.0,0.0,5.0,8.0,16.0,3.0,7.0,23.0,77.0,20.0,21.0,13.0,4.0,0.0,0.0,2,3,3,2,2015,13.0,-1
476,EIBAR,RAYO VALLECANO,1-0,1-0,3.1,6.1,5.8,38,62,8.0,1.0,12.0,3.0,2.0,32.0,56.0,28.0,31.0,17.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,6.0,39.0,74.0,24.0,31.0,11.0,3.0,0.0,0.0,1,0,0,1,2015,9.0,1
477,ESPANYOL,GRANADA,1-1,0-0,5.1,6.0,6.2,58,42,5.0,4.0,10.0,1.0,5.0,25.0,72.0,22.0,22.0,16.0,2.0,1.0,0.0,4.0,5.0,9.0,0.0,6.0,26.0,63.0,18.0,32.0,19.0,6.0,0.0,0.0,1,1,1,1,2015,9.0,0
478,GIJÓN,MÁLAGA,1-0,1-0,4.0,7.1,5.9,36,64,3.0,6.0,9.0,0.0,7.0,17.0,67.0,14.0,36.0,11.0,1.0,0.0,0.0,6.0,5.0,13.0,2.0,5.0,20.0,80.0,24.0,21.0,8.0,3.0,0.0,0.0,1,0,0,1,2015,9.0,1
479,REAL BETIS,ATHLETIC,1-3,0-2,7.2,5.0,7.8,52,48,2.0,3.0,11.0,6.0,7.0,31.0,76.0,15.0,28.0,9.0,2.0,0.0,0.0,7.0,9.0,23.0,7.0,9.0,26.0,75.0,22.0,18.0,13.0,4.0,0.0,0.0,1,3,3,1,2015,5.0,-2
480,LAS PALMAS,REAL SOCIEDAD,2-0,1-0,4.5,7.5,5.8,46,54,3.0,4.0,8.0,1.0,0.0,26.0,76.0,14.0,40.0,17.0,1.0,0.0,0.0,2.0,6.0,11.0,3.0,8.0,21.0,77.0,24.0,6.0,14.0,4.0,0.0,0.0,2,0,0,2,2015,7.0,2
481,CELTA,VALENCIA,1-5,1-2,5.9,4.7,8.1,60,40,8.0,3.0,17.0,6.0,15.0,17.0,77.0,13.0,9.0,16.0,1.0,0.0,0.0,2.0,5.0,9.0,2.0,5.0,17.0,70.0,18.0,32.0,27.0,3.0,0.0,0.0,1,5,5,1,2015,11.0,-4
482,LEVANTE,DEPORTIVO,1-1,0-1,5.0,5.7,7.0,54,46,6.0,5.0,15.0,4.0,9.0,35.0,74.0,23.0,20.0,13.0,4.0,0.0,0.0,2.0,5.0,9.0,2.0,5.0,23.0,68.0,23.0,25.0,10.0,2.0,0.0,0.0,1,1,1,1,2015,11.0,0
483,RAYO VALLECANO,GRANADA,2-1,2-0,4.8,6.5,5.0,42,58,4.0,2.0,7.0,1.0,4.0,23.0,64.0,23.0,17.0,15.0,3.0,1.0,0.0,5.0,2.0,8.0,1.0,1.0,32.0,76.0,28.0,20.0,14.0,3.0,0.0,0.0,2,1,1,2,2015,6.0,1
484,EIBAR,GETAFE,3-1,2-1,6.5,7.1,5.2,44,56,3.0,7.0,16.0,6.0,5.0,24.0,67.0,19.0,21.0,13.0,3.0,0.0,0.0,5.0,4.0,10.0,1.0,7.0,28.0,75.0,18.0,24.0,9.0,1.0,0.0,1.0,3,1,1,3,2015,10.0,2
485,MÁLAGA,REAL BETIS,0-1,0-0,3.2,6.5,6.3,57,43,6.0,5.0,12.0,1.0,6.0,32.0,73.0,21.0,11.0,16.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,19.0,68.0,18.0,33.0,12.0,5.0,0.0,0.0,0,1,1,0,2015,11.0,-1
486,ATHLETIC,ESPANYOL,2-1,1-0,4.4,6.5,5.7,44,56,5.0,2.0,8.0,1.0,4.0,32.0,65.0,22.0,15.0,17.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,5.0,28.0,72.0,25.0,33.0,25.0,6.0,0.0,0.0,2,1,1,2,2015,7.0,1
487,BARCELONA,VILLARREAL,3-0,0-0,5.6,7.9,4.8,64,36,8.0,9.0,20.0,3.0,7.0,19.0,87.0,10.0,10.0,12.0,5.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,19.0,73.0,7.0,14.0,19.0,3.0,0.0,0.0,3,0,0,3,2015,17.0,3
488,ATLETICO MADRID,GIJÓN,1-0,0-0,3.3,6.5,5.6,72,28,8.0,3.0,15.0,4.0,5.0,37.0,82.0,29.0,14.0,14.0,4.0,0.0,0.0,4.0,2.0,9.0,3.0,1.0,17.0,53.0,28.0,58.0,15.0,3.0,0.0,0.0,1,0,0,1,2015,11.0,1
489,SEVILLA FC,REAL MADRID,3-2,1-1,9.9,6.6,6.5,45,55,5.0,5.0,14.0,4.0,4.0,8.0,86.0,12.0,18.0,13.0,1.0,0.0,0.0,11.0,10.0,28.0,7.0,6.0,19.0,89.0,4.0,13.0,11.0,1.0,0.0,0.0,3,2,2,3,2015,10.0,1
490,REAL SOCIEDAD,SEVILLA FC,2-0,0-0,4.5,7.0,5.8,61,39,2.0,7.0,14.0,5.0,7.0,20.0,77.0,13.0,24.0,6.0,2.0,0.0,0.0,6.0,5.0,13.0,2.0,5.0,32.0,65.0,18.0,26.0,14.0,1.0,0.0,0.0,2,0,0,2,2015,9.0,2
491,REAL MADRID,BARCELONA,0-4,0-2,6.7,5.1,8.2,41,59,2.0,7.0,13.0,4.0,10.0,19.0,83.0,7.0,13.0,13.0,3.0,0.0,1.0,7.0,7.0,18.0,4.0,3.0,15.0,87.0,7.0,14.0,10.0,2.0,0.0,0.0,0,4,4,0,2015,9.0,-4
492,ESPANYOL,MÁLAGA,2-0,2-0,4.4,6.5,5.9,41,59,4.0,3.0,7.0,0.0,3.0,20.0,68.0,12.0,37.0,20.0,5.0,0.0,0.0,5.0,5.0,14.0,4.0,8.0,21.0,80.0,11.0,15.0,16.0,2.0,0.0,0.0,2,0,0,2,2015,7.0,2
493,VALENCIA,LAS PALMAS,1-1,1-0,5.0,5.9,7.3,38,62,3.0,3.0,9.0,3.0,1.0,16.0,73.0,15.0,26.0,22.0,3.0,0.0,0.0,9.0,7.0,18.0,2.0,7.0,19.0,85.0,8.0,10.0,12.0,3.0,0.0,0.0,1,1,1,1,2015,6.0,0
494,DEPORTIVO,CELTA,2-0,1-0,4.8,7.0,5.2,39,61,3.0,2.0,5.0,0.0,2.0,16.0,66.0,16.0,36.0,16.0,6.0,0.0,0.0,0.0,4.0,6.0,2.0,10.0,25.0,78.0,11.0,11.0,13.0,3.0,0.0,0.0,2,0,0,2,2015,5.0,2
495,GIJÓN,LEVANTE,0-3,0-3,5.4,4.6,7.3,51,49,7.0,2.0,13.0,4.0,5.0,10.0,76.0,17.0,14.0,15.0,4.0,0.0,0.0,7.0,6.0,13.0,0.0,3.0,18.0,74.0,21.0,30.0,15.0,5.0,0.0,0.0,0,3,3,0,2015,9.0,-3
496,VILLARREAL,EIBAR,1-1,0-1,5.5,6.5,5.8,58,42,5.0,5.0,12.0,2.0,12.0,16.0,76.0,16.0,27.0,8.0,3.0,0.0,0.0,4.0,7.0,17.0,6.0,6.0,22.0,62.0,27.0,28.0,13.0,3.0,1.0,0.0,1,1,1,1,2015,10.0,0
497,GRANADA,ATHLETIC,2-0,1-0,4.4,6.0,6.0,33,67,4.0,1.0,8.0,3.0,2.0,19.0,56.0,18.0,34.0,21.0,6.0,0.0,0.0,2.0,6.0,11.0,3.0,7.0,36.0,75.0,20.0,14.0,15.0,3.0,0.0,0.0,2,0,0,2,2015,5.0,2
498,REAL BETIS,ATLETICO MADRID,0-1,0-1,3.4,6.2,6.9,43,57,3.0,3.0,6.0,0.0,2.0,26.0,75.0,18.0,29.0,12.0,1.0,0.0,0.0,7.0,4.0,11.0,0.0,6.0,24.0,82.0,16.0,25.0,8.0,4.0,0.0,0.0,0,1,1,0,2015,6.0,-1
499,GETAFE,RAYO VALLECANO,1-1,0-0,5.6,5.7,5.9,37,63,5.0,8.0,15.0,2.0,5.0,26.0,64.0,15.0,27.0,20.0,5.0,0.0,0.0,3.0,4.0,8.0,1.0,7.0,26.0,79.0,17.0,24.0,15.0,4.0,0.0,0.0,1,1,1,1,2015,13.0,0
500,LEVANTE,REAL BETIS,0-1,0-1,4.7,4.8,6.9,57,43,9.0,1.0,14.0,4.0,7.0,23.0,77.0,21.0,14.0,12.0,5.0,0.0,1.0,4.0,5.0,11.0,2.0,4.0,20.0,73.0,24.0,32.0,15.0,5.0,1.0,0.0,0,1,1,0,2015,10.0,-1
501,BARCELONA,REAL SOCIEDAD,4-0,2-0,6.0,8.1,4.9,56,44,4.0,6.0,11.0,1.0,6.0,20.0,83.0,7.0,15.0,11.0,0.0,0.0,0.0,6.0,2.0,10.0,2.0,4.0,18.0,80.0,6.0,12.0,14.0,5.0,0.0,0.0,4,0,0,4,2015,10.0,4
502,ATLETICO MADRID,ESPANYOL,1-0,1-0,3.8,7.4,5.4,52,48,12.0,6.0,21.0,3.0,6.0,34.0,79.0,14.0,16.0,16.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,2.0,16.0,76.0,14.0,22.0,26.0,4.0,0.0,0.0,1,0,0,1,2015,18.0,1
503,MÁLAGA,GRANADA,2-2,1-0,8.3,6.9,5.4,44,56,3.0,7.0,12.0,2.0,7.0,22.0,71.0,17.0,25.0,15.0,3.0,1.0,0.0,4.0,4.0,11.0,3.0,4.0,23.0,81.0,13.0,28.0,20.0,6.0,0.0,0.0,2,2,2,2,2015,10.0,0
504,LAS PALMAS,DEPORTIVO,0-2,0-1,4.8,5.6,7.0,67,33,2.0,5.0,8.0,1.0,6.0,23.0,85.0,10.0,16.0,14.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,4.0,21.0,71.0,16.0,34.0,13.0,3.0,0.0,0.0,0,2,2,0,2015,7.0,-2
505,CELTA,GIJÓN,2-1,1-0,5.1,6.8,5.9,59,41,2.0,4.0,6.0,0.0,3.0,21.0,81.0,24.0,40.0,14.0,3.0,0.0,0.0,5.0,2.0,9.0,2.0,4.0,24.0,68.0,17.0,19.0,9.0,0.0,0.0,0.0,2,1,1,2,2015,6.0,1
506,GETAFE,VILLARREAL,2-0,1-0,4.3,7.4,5.5,42,58,3.0,5.0,12.0,4.0,6.0,21.0,69.0,11.0,29.0,11.0,4.0,0.0,0.0,6.0,1.0,7.0,1.0,6.0,30.0,79.0,8.0,20.0,15.0,2.0,0.0,0.0,2,0,0,2,2015,8.0,2
507,EIBAR,REAL MADRID,0-2,0-1,4.6,5.4,6.9,39,61,5.0,3.0,8.0,0.0,6.0,26.0,69.0,14.0,17.0,20.0,3.0,0.0,0.0,5.0,6.0,17.0,6.0,5.0,24.0,81.0,17.0,21.0,7.0,4.0,0.0,0.0,0,2,2,0,2015,8.0,-2
508,RAYO VALLECANO,ATHLETIC,0-3,0-2,5.1,5.0,7.5,67,33,8.0,3.0,15.0,4.0,6.0,34.0,79.0,16.0,18.0,16.0,4.0,0.0,0.0,5.0,4.0,10.0,1.0,2.0,15.0,62.0,24.0,35.0,14.0,0.0,0.0,1.0,0,3,3,0,2015,11.0,-3
509,SEVILLA FC,VALENCIA,1-0,0-0,3.6,7.5,4.8,62,38,8.0,5.0,15.0,2.0,17.0,15.0,85.0,17.0,6.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,74.0,10.0,36.0,20.0,4.0,2.0,0.0,1,0,0,1,2015,13.0,1
510,REAL MADRID,GETAFE,4-1,4-0,6.1,8.2,4.9,62,38,5.0,8.0,16.0,3.0,3.0,19.0,92.0,11.0,13.0,9.0,1.0,0.0,0.0,2.0,3.0,7.0,2.0,4.0,17.0,83.0,2.0,10.0,12.0,0.0,0.0,0.0,4,1,1,4,2015,13.0,3
511,GRANADA,ATLETICO MADRID,0-2,0-1,4.5,5.9,7.5,44,56,11.0,3.0,18.0,4.0,6.0,21.0,81.0,12.0,27.0,7.0,2.0,0.0,0.0,5.0,4.0,11.0,2.0,8.0,27.0,83.0,8.0,29.0,8.0,1.0,0.0,0.0,0,2,2,0,2015,14.0,-2
512,VALENCIA,BARCELONA,1-1,0-0,5.0,6.6,6.6,29,71,4.0,3.0,10.0,3.0,0.0,15.0,73.0,6.0,20.0,13.0,3.0,0.0,0.0,6.0,5.0,16.0,5.0,6.0,17.0,87.0,15.0,12.0,15.0,1.0,0.0,0.0,1,1,1,1,2015,7.0,0
513,DEPORTIVO,SEVILLA FC,1-1,1-0,3.9,6.8,6.1,44,56,2.0,4.0,8.0,2.0,6.0,27.0,68.0,11.0,18.0,10.0,2.0,0.0,0.0,5.0,2.0,8.0,1.0,2.0,35.0,78.0,19.0,29.0,9.0,3.0,0.0,0.0,1,1,1,1,2015,6.0,0
514,REAL BETIS,CELTA,1-1,0-1,5.0,6.8,5.9,60,40,15.0,6.0,28.0,7.0,8.0,31.0,76.0,19.0,4.0,9.0,5.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,19.0,67.0,21.0,21.0,16.0,4.0,0.0,1.0,1,1,1,1,2015,21.0,0
515,REAL SOCIEDAD,EIBAR,2-1,1-1,5.4,7.0,5.1,65,35,3.0,7.0,10.0,0.0,4.0,22.0,81.0,18.0,21.0,12.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,3.0,24.0,63.0,9.0,18.0,16.0,3.0,0.0,0.0,2,1,1,2,2015,10.0,1
516,VILLARREAL,RAYO VALLECANO,2-1,0-1,5.7,6.4,5.9,46,54,6.0,5.0,14.0,3.0,5.0,34.0,71.0,13.0,20.0,16.0,1.0,0.0,0.0,2.0,4.0,8.0,2.0,4.0,35.0,77.0,16.0,24.0,14.0,4.0,0.0,0.0,2,1,1,2,2015,11.0,1
